goal	rule	score
p4(a14, X17)	p4(a14, a3)	0
p4(a14, X92)	p4(a14, a17)	0
p4(a14, X19)	p4(a14, a5)	0
p9(X3, X3)	p9(a92, a92)	0
p0(a40, a8)	p0(X5, X9) :- p9(X9, a70)	0
p8(a17)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p0(a66, a11)	p0(X5, X9) :- p9(X9, a70)	0
p9(X6, a91)	p9(a26, a91)	0
p3(a3, a11)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(X4, a11)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p7(X1)	p7(X6) :- p8(X6)	0
p4(X27, a13)	p4(a60, a13)	0
p4(X21, a13)	p4(a59, a13)	0
p7(a66)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p4(a14, X35)	p4(a14, a48)	0
p6(a78)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p0(a78, X0)	p0(X3, X7) :- p4(a46, X7)	0
p1(a11, a89)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p7(a0)	p7(X6) :- p8(X6)	0
p3(a7, a3)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p2(X0, a93)	p2(a96, X9) :- p4(a96, X8)	0
p5(X0)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p6(a37)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p9(X6, X6)	p9(a31, a31)	0
p4(a92, X11)	p4(a92, a30)	0
p4(a14, X38)	p4(a14, a4)	0
p3(X0, a38)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(a11, a5)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p1(a11, a99)	p1(X9, X6) :- p0(X6, X9)	0
p3(a64, a39)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(X7, a11)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p4(a14, X31)	p4(a14, a36)	0
p4(X24, a13)	p4(a39, a13)	0
p4(X113, X113)	p4(a39, a39)	0
p4(a14, X10)	p4(a14, a65)	0
p9(X5, a91)	p9(a92, a91)	0
p9(X59, X39)	p9(a97, a28)	0
p0(X0, a40)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p4(X12, X12)	p4(a70, a70)	0
p9(X8, X8)	p9(a83, a83)	0
p7(a70)	p7(X1) :- p9(a35, X1), p5(a35)	0
p9(X75, a91)	p9(a26, a91)	0
p0(X0, a43)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p1(a11, a95)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p2(a81, X0)	p2(X6, X4) :- p6(X6)	0
p3(a64, a54)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p5(a93)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p3(X0, a41)	p3(a91, X3) :- p5(X3), p6(X3)	0
p3(a73, a55)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p5(a83)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p4(a92, X15)	p4(a92, a37)	0
p4(a14, X10)	p4(a14, a47)	0
p5(a77)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p1(a11, a14)	p1(X3, X1) :- p4(X1, X7)	0
p0(X0, a63)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p4(a14, a84)	p4(a14, a84)	0
p7(a98)	p7(X1) :- p9(a35, X1), p5(a35)	0
p4(X29, a13)	p4(a90, a13)	0
p0(a69, a97)	p0(X3, X7) :- p4(a46, X7)	0
p4(X27, a13)	p4(a73, a13)	0
p4(a14, X11)	p4(a14, a7)	0
p4(X19, X19)	p4(a94, a94)	0
p4(a14, X310)	p4(a14, a49)	0
p7(a67)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p0(a7, X0)	p0(X5, X9) :- p9(X9, a70)	0
p3(X0, a64)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(X28, a13)	p4(a89, a13)	0
p2(X7, X0)	p2(a96, X9) :- p4(a96, X8)	0
p6(a33)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p9(X58, X38)	p9(a97, a28)	0
p9(X3, X3)	p9(a83, a83)	0
p0(a10, a35)	p0(X3, X7) :- p4(a46, X7)	0
p3(X0, a97)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a94, X0)	p0(X3, X7) :- p4(a46, X7)	0
p4(a14, X15)	p4(a14, a55)	0
p9(X53, X33)	p9(a49, a79)	0
p8(a90)	p8(X5) :- p8(X5)	0
p3(a55, a14)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p6(a48)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p2(X0, X1)	p2(a5, X6) :- p0(a5, a90), p2(X6, X3), p4(a5, a88)	0
p3(a84, a9)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X11)	p4(a14, a52)	0
p6(a85)	p6(X8) :- p1(a11, X8)	0
p2(a65, X0)	p2(X6, X4) :- p6(X6)	0
p6(a22)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p5(a54)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p0(a15, a11)	p0(X5, X9) :- p9(X9, a70)	0
p3(a18, a25)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X39)	p4(a14, a20)	0
p4(X211, a13)	p4(a57, a13)	0
p4(X22, a13)	p4(a26, a13)	0
p0(a97, X0)	p0(X3, X7) :- p4(a46, X7)	0
p4(a14, X10)	p4(a14, a5)	0
p4(X111, X111)	p4(a35, a35)	0
p4(X210, a13)	p4(a90, a13)	0
p3(X0, a59)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p6(X1)	p6(X8) :- p1(a11, X8)	0
p9(X811, X811)	p9(a35, a35)	0
p7(a83)	p7(X1) :- p9(a35, X1), p5(a35)	0
p0(X0, a10)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p1(a17, X1)	p1(X0, X8) :- p3(a18, X8)	0
p3(a77, a1)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p7(a14)	p7(X4) :- p7(X4), p2(X4, X7)	0
p2(X1, X0)	p2(a16, a35) :- p1(a35, a10), p5(a16)	0
p6(a82)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p3(a18, a1)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(X29, a13)	p4(a5, a13)	0
p4(a92, X14)	p4(a92, a54)	0
p9(X31, a34)	p9(a29, a34)	0
p9(X6, X6)	p9(a90, a90)	0
p4(a14, a18)	p4(a14, a18)	0
p9(X74, a91)	p9(a61, a91)	0
p9(X52, X32)	p9(a33, a30)	0
p0(X8, X0)	p0(X5, X9) :- p9(X9, a70)	0
p9(X55, X35)	p9(a33, a30)	0
p0(a36, X0)	p0(X5, X9) :- p9(X9, a70)	0
p6(a49)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p1(a11, a49)	p1(X3, X1) :- p4(X1, X7)	0
p3(X0, a8)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a55, a35)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X8, X8)	p9(a26, a26)	0
p4(a14, X39)	p4(a14, a92)	0
p3(X0, a78)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p6(a18)	p6(X8) :- p1(a11, X8)	0
p6(a26)	p6(X8) :- p1(a11, X8)	0
p1(a11, a87)	p1(X9, X6) :- p0(X6, X9)	0
p1(a11, X4)	p1(X9, X6) :- p0(X6, X9)	0
p3(a9, a36)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(a11, a58)	p1(X3, X1) :- p4(X1, X7)	0
p9(X30, a91)	p9(a48, a91)	0
p9(X8, X8)	p9(a89, a89)	0
p9(X53, X33)	p9(a37, a41)	0
p9(X56, X36)	p9(a37, a41)	0
p4(a14, X30)	p4(a14, a26)	0
p0(a14, a11)	p0(X3, X7) :- p4(a46, X7)	0
p8(a82)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p6(a23)	p6(X8) :- p1(a11, X8)	0
p4(X211, a13)	p4(a4, a13)	0
p9(X82, a34)	p9(a51, a34)	0
p4(a92, X14)	p4(a92, a55)	0
p4(X21, a13)	p4(a82, a13)	0
p7(a55)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p4(a14, X35)	p4(a14, a83)	0
p4(a14, X111)	p4(a14, a73)	0
p2(a5, X0)	p2(a5, X6) :- p0(a5, a90), p2(X6, X3), p4(a5, a88)	0
p9(X3, X3)	p9(a26, a26)	0
p4(X23, a13)	p4(a3, a13)	0
p9(X57, X37)	p9(a57, a80)	0
p0(X0, a58)	p0(X3, X7) :- p4(a46, X7)	0
p1(a11, a66)	p1(X9, X6) :- p0(X6, X9)	0
p7(a22)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p0(a33, a39)	p0(X5, X9) :- p9(X9, a70)	0
p3(a17, a54)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p6(a94)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p4(X25, a13)	p4(a31, a13)	0
p4(X22, a13)	p4(a52, a13)	0
p0(a69, a42)	p0(X3, X7) :- p4(a46, X7)	0
p7(a82)	p7(X6) :- p8(X6)	0
p4(a14, X10)	p4(a14, a4)	0
p4(X210, a13)	p4(a57, a13)	0
p4(X27, a13)	p4(a29, a13)	0
p3(X0, X4)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X3, X3)	p9(a89, a89)	0
p3(a18, a13)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p7(a59)	p7(X6) :- p8(X6)	0
p6(a28)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p9(X51, X31)	p9(a8, a40)	0
p9(X812, X812)	p9(a35, a35)	0
p9(X512, X312)	p9(a8, a40)	0
p2(a79, X0)	p2(X6, X4) :- p6(X6)	0
p0(a1, a11)	p0(X3, X7) :- p4(a46, X7)	0
p7(a37)	p7(X6) :- p8(X6)	0
p8(a93)	p8(X5) :- p8(X5)	0
p9(X56, X36)	p9(a17, a86)	0
p3(a85, a36)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X52, X32)	p9(a0, a60)	0
p9(X55, X35)	p9(a0, a60)	0
p4(a14, X95)	p4(a14, a55)	0
p7(a20)	p7(X6) :- p8(X6)	0
p6(X4)	p6(a53) :- p3(a53, a67), p8(a67), p4(a6, a53)	0
p0(a93, X4)	p0(X3, X7) :- p4(a46, X7)	0
p3(a55, a96)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a9, a94)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p6(a91)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p9(a20, a91)	p9(a20, a91)	0
p0(a69, a53)	p0(X5, X9) :- p9(X9, a70)	0
p7(a43)	p7(X4) :- p7(X4), p2(X4, X7)	0
p4(a14, a85)	p4(a14, a85)	0
p6(a61)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p9(X74, a91)	p9(a26, a91)	0
p0(X0, a69)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p3(a18, a59)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p7(a49)	p7(X1) :- p9(a35, X1), p5(a35)	0
p0(a5, a11)	p0(X5, X9) :- p9(X9, a70)	0
p1(a11, a36)	p1(X0, X8) :- p3(a18, X8)	0
p3(X0, a31)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(X25, a13)	p4(a63, a13)	0
p5(a22)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p4(X28, a13)	p4(a52, a13)	0
p4(a14, X39)	p4(a14, a39)	0
p4(a14, X32)	p4(a14, a63)	0
p0(X0, a46)	p0(X3, X7) :- p4(a46, X7)	0
p9(X8, a91)	p9(a25, a91)	0
p0(a69, X0)	p0(X5, X9) :- p9(X9, a70)	0
p1(a11, a67)	p1(X3, X1) :- p4(X1, X7)	0
p9(X7, X7)	p9(a5, a5)	0
p3(a81, a49)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a97, a22)	p0(X5, X9) :- p9(X9, a70)	0
p6(a55)	p6(X8) :- p1(a11, X8)	0
p7(a7)	p7(X4) :- p7(X4), p2(X4, X7)	0
p9(X6, a91)	p9(a60, a91)	0
p3(a54, a3)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X111)	p4(a14, a7)	0
p4(a14, X93)	p4(a14, a66)	0
p4(a14, X32)	p4(a14, a49)	0
p9(X73, a91)	p9(a26, a91)	0
p4(a14, X310)	p4(a14, a83)	0
p6(a51)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p7(a40)	p7(X6) :- p8(X6)	0
p6(a43)	p6(X8) :- p1(a11, X8)	0
p3(a55, a93)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X39)	p4(a14, a51)	0
p7(a97)	p7(X4) :- p7(X4), p2(X4, X7)	0
p0(a97, a22)	p0(X3, X7) :- p4(a46, X7)	0
p4(a14, X98)	p4(a14, a18)	0
p4(X27, a13)	p4(a39, a13)	0
p4(a14, X35)	p4(a14, a57)	0
p9(X3, a91)	p9(a96, a91)	0
p9(X51, X31)	p9(a77, a58)	0
p4(a14, X39)	p4(a14, a82)	0
p9(X512, X312)	p9(a77, a58)	0
p0(a93, X8)	p0(X5, X9) :- p9(X9, a70)	0
p8(a40)	p8(X5) :- p8(X5)	0
p3(a77, a97)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(a11, a61)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p3(a85, a38)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X111)	p4(a14, a52)	0
p3(a55, a54)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X33)	p4(a14, a8)	0
p9(X85, a34)	p9(a73, a34)	0
p4(X111, X111)	p4(a12, a12)	0
p3(X0, a80)	p3(a91, X3) :- p5(X3), p6(X3)	0
p4(a14, X95)	p4(a14, a85)	0
p0(a93, X8)	p0(X3, X7) :- p4(a46, X7)	0
p8(a43)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p4(a14, X15)	p4(a14, a51)	0
p4(X24, a13)	p4(a62, a13)	0
p0(a69, a78)	p0(X5, X9) :- p9(X9, a70)	0
p1(a11, a49)	p1(X0, X8) :- p3(a18, X8)	0
p2(a48, a93)	p2(X6, X4) :- p6(X6)	0
p1(a11, a90)	p1(X9, X6) :- p0(X6, X9)	0
p4(a14, X30)	p4(a14, a53)	0
p8(a10)	p8(X5) :- p8(X5)	0
p0(a67, X0)	p0(X5, X9) :- p9(X9, a70)	0
p0(X2, a11)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p4(X28, a13)	p4(a63, a13)	0
p4(X21, a13)	p4(a26, a13)	0
p3(a94, a55)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(X29, a13)	p4(a57, a13)	0
p4(X17, X17)	p4(a53, a53)	0
p4(X211, a13)	p4(a73, a13)	0
p4(X110, X110)	p4(a12, a12)	0
p9(X82, X82)	p9(a8, a8)	0
p7(a87)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p0(X0, a52)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p3(a3, a92)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(X0, X2)	p1(a47, a96) :- p8(a96), p3(X5, a96)	0
p4(X23, a13)	p4(a7, a13)	0
p7(a3)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p3(a54, a7)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X85, a34)	p9(a49, a34)	0
p4(X213, a13)	p4(a53, a13)	0
p1(a11, a82)	p1(X9, X6) :- p0(X6, X9)	0
p3(X0, a40)	p3(a91, X3) :- p5(X3), p6(X3)	0
p4(X210, a13)	p4(a83, a13)	0
p7(a39)	p7(X1) :- p9(a35, X1), p5(a35)	0
p6(X8)	p6(a53) :- p3(a53, a67), p8(a67), p4(a6, a53)	0
p1(a35, a10)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p3(a17, a29)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p6(a38)	p6(X8) :- p1(a11, X8)	0
p4(a14, X310)	p4(a14, a3)	0
p3(a73, a17)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a64, a91)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p7(a94)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p1(a11, a83)	p1(X9, X6) :- p0(X6, X9)	0
p0(a61, a11)	p0(X5, X9) :- p9(X9, a70)	0
p4(a14, X19)	p4(a14, a62)	0
p0(X3, a11)	p0(X3, X7) :- p4(a46, X7)	0
p4(a14, X12)	p4(a14, a20)	0
p0(a97, a91)	p0(X5, X9) :- p9(X9, a70)	0
p7(a47)	p7(X6) :- p8(X6)	0
p3(a84, X4)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X6, a91)	p9(a41, a91)	0
p9(X510, X310)	p9(a54, a10)	0
p6(a12)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p4(a14, X19)	p4(a14, a59)	0
p3(a17, a91)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p6(a14)	p6(X8) :- p1(a11, X8)	0
p3(a9, a3)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a55, a11)	p0(X5, X9) :- p9(X9, a70)	0
p7(a31)	p7(X6) :- p8(X6)	0
p3(a55, a97)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(a11, a30)	p1(X9, X6) :- p0(X6, X9)	0
p7(a52)	p7(X4) :- p7(X4), p2(X4, X7)	0
p0(a86, a11)	p0(X3, X7) :- p4(a46, X7)	0
p0(X0, a62)	p0(X5, X9) :- p9(X9, a70)	0
p9(X74, a91)	p9(a48, a91)	0
p3(X0, a41)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(a11, X1)	p1(X9, X6) :- p0(X6, X9)	0
p4(a14, X13)	p4(a14, a22)	0
p1(a11, a16)	p1(X9, X6) :- p0(X6, X9)	0
p4(a14, X39)	p4(a14, a70)	0
p4(a14, X31)	p4(a14, a52)	0
p6(X9)	p6(a13) :- p6(a13)	0
p9(a65, a91)	p9(a65, a91)	0
p5(a31)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p9(X0, X0)	p9(a73, a73)	0
p9(X75, a91)	p9(a41, a91)	0
p0(X4, X0)	p0(X5, X9) :- p9(X9, a70)	0
p4(a14, X11)	p4(a14, a83)	0
p8(a53)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p9(X72, a91)	p9(a25, a91)	0
p0(X0, a50)	p0(X5, X9) :- p9(X9, a70)	0
p3(a18, X1)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X0, a91)	p9(a26, a91)	0
p0(a36, a11)	p0(X3, X7) :- p4(a46, X7)	0
p2(a92, X0)	p2(X6, X4) :- p6(X6)	0
p3(a48, a96)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p8(a42)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p1(a11, a84)	p1(X0, X8) :- p3(a18, X8)	0
p4(a14, X94)	p4(a14, X12)	0
p0(a69, X4)	p0(X3, X7) :- p4(a46, X7)	0
p0(a16, a35)	p0(X5, X9) :- p9(X9, a70)	0
p7(X7)	p7(a50) :- p7(a50)	0
p0(a28, a11)	p0(X5, X9) :- p9(X9, a70)	0
p9(X511, X311)	p9(a93, a95)	0
p9(X8, a91)	p9(a61, a91)	0
p3(a94, a77)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p2(a53, a93)	p2(X6, X4) :- p6(X6)	0
p2(X8, X6)	p2(a16, a35) :- p1(a35, a10), p5(a16)	0
p9(X85, X85)	p9(a31, a31)	0
p4(X212, a13)	p4(a35, a13)	0
p5(a43)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p1(a11, a85)	p1(X0, X8) :- p3(a18, X8)	0
p4(X22, a13)	p4(a63, a13)	0
p7(a52)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p3(X0, a37)	p3(a91, X3) :- p5(X3), p6(X3)	0
p4(X212, a13)	p4(a49, a13)	0
p7(a62)	p7(X1) :- p9(a35, X1), p5(a35)	0
p1(a11, a18)	p1(X9, X6) :- p0(X6, X9)	0
p3(a84, a57)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p8(X5)	p8(a13) :- p4(X2, a13), p3(a85, X2), p6(X2)	0
p4(a92, X14)	p4(a92, a42)	0
p4(X23, a13)	p4(a90, a13)	0
p2(X6, X1)	p2(a16, a35) :- p1(a35, a10), p5(a16)	0
p3(a39, a7)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X83, X83)	p9(a57, a57)	0
p4(X211, a13)	p4(a29, a13)	0
p5(a95)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p3(a85, a17)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a13, a11)	p0(X5, X9) :- p9(X9, a70)	0
p0(X0, X9)	p0(X5, X9) :- p9(X9, a70)	0
p3(a55, a81)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a18, a50)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p8(a36)	p8(X5) :- p8(X5)	0
p9(X75, a91)	p9(a96, a91)	0
p0(X0, a5)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p9(X83, X83)	p9(a47, a47)	0
p3(a9, a55)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(X8, X0)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p7(a34)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p3(a84, a67)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X8, X8)	p9(a80, a80)	0
p4(a14, X311)	p4(a14, a39)	0
p4(X210, a13)	p4(a5, a13)	0
p4(a14, X37)	p4(a14, a73)	0
p4(a14, X95)	p4(a14, a64)	0
p3(a81, a54)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(X29, a13)	p4(a8, a13)	0
p3(a18, X4)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p8(a69)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p9(X510, X310)	p9(a33, a30)	0
p3(a17, X0)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p7(a50)	p7(X6) :- p8(X6)	0
p0(X0, a79)	p0(X5, X9) :- p9(X9, a70)	0
p4(a14, X310)	p4(a14, a47)	0
p3(a31, a73)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X81, a34)	p9(a3, a34)	0
p8(a59)	p8(X5) :- p8(X5)	0
p9(X31, a34)	p9(a22, a34)	0
p0(X0, a24)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p9(X711, a91)	p9(a93, a91)	0
p6(a53)	p6(a53) :- p3(a53, a67), p8(a67), p4(a6, a53)	0
p9(X510, X310)	p9(a93, a95)	0
p4(X26, a13)	p4(a22, a13)	0
p1(a11, a47)	p1(X0, X8) :- p3(a18, X8)	0
p1(a11, a99)	p1(X3, X1) :- p4(X1, X7)	0
p4(X23, a13)	p4(a65, a13)	0
p3(a18, a66)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(X113, X113)	p4(a53, a53)	0
p4(a14, X19)	p4(a14, a31)	0
p4(X22, a13)	p4(a7, a13)	0
p4(a14, X311)	p4(a14, a51)	0
p2(a66, a93)	p2(X6, X4) :- p6(X6)	0
p3(a85, a62)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(a11, a3)	p1(X3, X1) :- p4(X1, X7)	0
p9(X3, X3)	p9(a80, a80)	0
p1(a11, a48)	p1(X3, X1) :- p4(X1, X7)	0
p1(a11, X3)	p1(X9, X6) :- p0(X6, X9)	0
p3(X0, a52)	p3(a91, X3) :- p5(X3), p6(X3)	0
p9(X53, X33)	p9(a54, a10)	0
p9(X56, X36)	p9(a54, a10)	0
p4(X212, a13)	p4(a53, a13)	0
p9(X73, a91)	p9(a60, a91)	0
p0(a55, X0)	p0(X5, X9) :- p9(X9, a70)	0
p0(a69, a33)	p0(X5, X9) :- p9(X9, a70)	0
p6(a4)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p5(X8)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p0(a69, a12)	p0(X5, X9) :- p9(X9, a70)	0
p4(a92, X14)	p4(a92, a91)	0
p4(a14, X17)	p4(a14, a37)	0
p4(a92, X11)	p4(a92, a91)	0
p0(X5, a93)	p0(X5, X9) :- p9(X9, a70)	0
p1(a11, a20)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p4(X29, a13)	p4(a73, a13)	0
p4(X23, a13)	p4(a47, a13)	0
